Cryptocurrency Name,Symbol,Date,Opening Price (USD),Closing Price (USD),Highest Price (USD),Lowest Price (USD),Market Capitalization (USD),Volume (24h),Total Supply,Price Change (24h%),Price Change (7d%),Blockchain Network,Popularity Rank
Polkadot,DOT,2022-07-28 06:00:00,30085.62,48738.81,19901.95,43391.5,20474903502.46,901495895.69,594776851.94,-23.25,48.31,Binance Smart Chain,79
Stellar,XLM,2022-07-28 07:00:00,1352.39,23738.99,15284.17,47230.31,65786905142.74,495561773.39,842476752.63,-49.26,-2.63,Binance Smart Chain,62
Shiba Inu,SHIB,2022-07-28 08:00:00,873.86,42275.52,4304.02,9890.96,51404534470.13,68042805.66,619223273.99,23.7,0.17,Ethereum,90
Polkadot,DOT,2022-07-28 09:00:00,1865.26,33196.07,48904.49,35612.85,43332022260.77,354968515.16,859462966.37,18.93,-27.74,Cardano,17
Litecoin,LTC,2022-07-28 10:00:00,4208.53,38492.22,46979.85,9526.76,27804783289.63,995043770.66,255587841.87,37.41,-45.5,Ethereum,98
Litecoin,LTC,2022-07-28 11:00:00,29715.5,40890.82,8554.35,33635.91,9460793680.16,643898105.85,681761983.73,2.21,-39.24,Ethereum,24
TRON,TRX,2022-07-28 12:00:00,43518.53,31138.62,17884.95,7289.11,35193460274.4,165187343.55,696604976.41,-1.05,-18.13,Cardano,81
Stellar,XLM,2022-07-28 13:00:00,37133.45,48716.66,41180.21,792.96,27424719061.1,753522962.06,171493006.49,3.86,-42.48,Ethereum,1
Litecoin,LTC,2022-07-28 14:00:00,33514.95,9076.5,24831.17,18422.8,30312980557.8,838508727.96,596069807.19,46.75,46.06,Cardano,95
TRON,TRX,2022-07-28 15:00:00,25710.41,8449.63,21428.21,30419.59,6783018210.14,8334583.34,952031897.37,6.66,-9.3,Binance Smart Chain,75
Solana,SOL,2022-07-28 16:00:00,34211.44,1758.3,48247.76,6993.95,51221974767.97,566639065.04,828668621.94,-9.9,-45.65,Cardano,86
Polkadot,DOT,2022-07-28 17:00:00,13985.13,29637.13,49231.02,6275.83,17615942321.24,531486563.3,619767436.91,-20.55,32.6,Cardano,72
Polygon,MATIC,2022-07-28 18:00:00,10459.08,26888.6,28552.2,40214.81,36045895048.38,812143022.51,605838541.46,0.69,45.97,Binance Smart Chain,53
Litecoin,LTC,2022-07-28 19:00:00,13964.42,48383.49,48590.16,3724.25,60727651833.41,886095940.57,582902206.97,-37.75,18.51,Binance Smart Chain,45
Litecoin,LTC,2022-07-28 20:00:00,36171.86,5132.09,17001.46,44823.11,5239571055.16,354620081.17,138095939.18,-45.69,29.29,Cardano,90
Stellar,XLM,2022-07-28 21:00:00,15868.0,17879.66,26575.74,22018.84,67962830071.14,705120296.88,386606218.8,23.48,-10.49,Binance Smart Chain,30
Shiba Inu,SHIB,2022-07-28 22:00:00,28655.66,37477.29,20072.39,44319.63,23216951648.25,887932868.43,592304931.39,-38.04,-24.87,Cardano,28
Stellar,XLM,2022-07-28 23:00:00,14567.09,37348.61,39977.41,26789.47,39641635430.68,729357475.87,380848679.0,-18.05,21.66,Cardano,3
Avalanche,AVAX,2022-07-29 00:00:00,36947.54,39856.63,4658.61,40130.96,45519232510.37,120921443.89,788995055.95,34.14,-7.32,Binance Smart Chain,89
TRON,TRX,2022-07-29 01:00:00,23104.47,49543.7,37704.27,20682.62,31315406533.76,882345904.28,808855604.18,17.6,25.38,Binance Smart Chain,28
Chainlink,LINK,2022-07-29 02:00:00,12948.1,34522.51,26351.31,36047.74,58989155096.39,882674599.22,900700041.54,11.75,-16.4,Ethereum,73
Avalanche,AVAX,2022-07-29 03:00:00,15663.42,45978.15,14210.67,30743.19,86553830678.96,379870558.85,918253877.38,8.51,23.83,Cardano,8
Stellar,XLM,2022-07-29 04:00:00,33659.12,20249.51,1874.15,18221.55,68226839531.89,899648960.2,9992438.78,-23.28,10.37,Binance Smart Chain,38
Litecoin,LTC,2022-07-29 05:00:00,13415.71,29158.5,6775.73,28791.36,58105051498.74,996021844.04,289609683.03,-4.72,-1.62,Cardano,35
Dogecoin,DOGE,2022-07-29 06:00:00,7678.15,3924.99,29605.24,48973.98,1995627954.26,735037355.18,807052536.75,5.96,10.69,Ethereum,89
TRON,TRX,2022-07-29 07:00:00,4411.61,25808.17,24029.31,36704.06,92250059305.19,619376502.98,208144863.67,-16.51,-12.27,Ethereum,61
Polygon,MATIC,2022-07-29 08:00:00,44276.15,11749.79,22472.18,2554.46,99211079050.26,518304966.16,301371440.9,21.86,5.63,Binance Smart Chain,40
Polkadot,DOT,2022-07-29 09:00:00,25431.14,25904.82,45344.89,15416.09,31859108733.15,747528450.28,174884033.48,45.04,-3.62,Cardano,80
Stellar,XLM,2022-07-29 10:00:00,38851.63,7235.51,39529.71,29003.34,5661902379.88,646409193.5,321582235.7,6.12,35.28,Binance Smart Chain,39
Litecoin,LTC,2022-07-29 11:00:00,3580.67,5851.92,37455.17,1438.43,71862872210.23,307529576.56,497897526.21,17.96,-23.22,Binance Smart Chain,30
Polkadot,DOT,2022-07-29 12:00:00,38087.48,49394.45,16411.42,48541.62,29091558749.06,369395674.58,996202183.08,-10.41,-49.5,Ethereum,13
Polkadot,DOT,2022-07-29 13:00:00,36825.62,1183.15,33460.09,17509.74,84880686846.72,771545254.72,79653695.22,29.43,-26.87,Ethereum,5
Chainlink,LINK,2022-07-29 14:00:00,24552.96,32847.56,35375.63,12859.94,72118374693.72,80782042.51,18633748.44,5.89,40.72,Ethereum,49
TRON,TRX,2022-07-29 15:00:00,1472.1,34690.74,19753.56,3201.13,95027685306.51,638850994.17,516070296.81,-45.23,21.47,Cardano,71
Dogecoin,DOGE,2022-07-29 16:00:00,9334.31,48955.34,48758.76,10327.91,93793393628.63,108512015.56,887015626.9,-36.79,-28.25,Binance Smart Chain,71
Stellar,XLM,2022-07-29 17:00:00,2006.28,4072.87,1686.99,20195.02,43734202656.54,200562254.19,484072384.79,14.63,7.63,Binance Smart Chain,69
TRON,TRX,2022-07-29 18:00:00,23742.71,13725.53,42783.72,4253.6,55778838853.29,626587922.97,269644682.88,45.56,-25.19,Binance Smart Chain,16
Polygon,MATIC,2022-07-29 19:00:00,23005.21,49937.47,27806.4,29494.06,10812915227.85,50315824.28,282024652.59,-23.02,-43.89,Cardano,84
Polkadot,DOT,2022-07-29 20:00:00,20736.28,45094.14,36994.77,48892.6,858624321.73,149779774.62,587048659.99,-24.82,10.3,Ethereum,3
Stellar,XLM,2022-07-29 21:00:00,5102.07,39760.2,34297.31,12233.34,89703162094.95,264320342.1,883266675.42,29.19,-15.01,Cardano,33
Avalanche,AVAX,2022-07-29 22:00:00,23247.38,9031.88,8185.97,31522.68,25127374392.88,576980729.29,420018795.45,-0.65,-20.16,Cardano,19
TRON,TRX,2022-07-29 23:00:00,23462.02,4453.46,8444.1,20080.72,95077031122.6,192934871.94,614563158.08,-5.49,34.97,Binance Smart Chain,93
Shiba Inu,SHIB,2022-07-30 00:00:00,7740.44,13892.43,2545.75,9364.05,1543625604.8,370879195.93,153353708.1,-45.2,22.26,Ethereum,80
Solana,SOL,2022-07-30 01:00:00,27069.13,31382.14,9029.57,15614.06,16316830534.93,718552328.26,149477985.51,0.11,-24.5,Ethereum,56
Stellar,XLM,2022-07-30 02:00:00,1779.62,34013.21,39721.42,31825.45,98367082148.1,445863590.53,120982163.6,2.78,-48.61,Ethereum,15
Stellar,XLM,2022-07-30 03:00:00,13770.98,2146.53,47894.19,31055.52,92141621199.58,702543895.36,92398444.07,13.55,-25.7,Binance Smart Chain,81
TRON,TRX,2022-07-30 04:00:00,37922.57,18991.48,21988.94,45117.88,47733591023.17,801777291.97,248781736.37,49.54,-35.78,Binance Smart Chain,53
Shiba Inu,SHIB,2022-07-30 05:00:00,18036.05,22251.91,38611.58,22434.1,36721396220.0,487924761.78,289576403.64,18.85,-40.22,Binance Smart Chain,13
Dogecoin,DOGE,2022-07-30 06:00:00,28371.19,42616.9,35628.82,35889.73,52968875158.81,637822109.18,425336659.35,7.81,-28.96,Ethereum,74
Dogecoin,DOGE,2022-07-30 07:00:00,2829.09,35055.62,42910.71,47096.62,89875352830.77,244190514.74,276877294.47,-38.03,-16.28,Binance Smart Chain,65
Avalanche,AVAX,2022-07-30 08:00:00,21152.15,14257.11,38509.64,29582.28,35246294211.62,697969542.51,46743699.18,-24.66,2.57,Cardano,77
TRON,TRX,2022-07-30 09:00:00,17333.38,17335.9,38768.92,39635.87,51579801162.2,51818155.71,889788697.87,30.39,-3.42,Ethereum,39
Chainlink,LINK,2022-07-30 10:00:00,4441.68,5677.55,7318.2,42004.46,1324998222.0,315344114.27,203009587.68,-46.33,-27.97,Ethereum,29
Litecoin,LTC,2022-07-30 11:00:00,29414.7,10983.25,17266.42,11275.54,92883043873.35,327157378.42,362469052.52,39.38,19.63,Binance Smart Chain,49
Shiba Inu,SHIB,2022-07-30 12:00:00,28226.15,33711.83,30936.76,1108.21,26399959608.75,38931784.16,882547221.3,-18.84,-19.36,Binance Smart Chain,78
Polygon,MATIC,2022-07-30 13:00:00,28899.35,23207.14,44168.86,46019.99,60235472538.61,336816932.18,588232762.64,30.58,-44.03,Binance Smart Chain,100
Avalanche,AVAX,2022-07-30 14:00:00,42291.93,39988.1,11711.83,4628.67,52535404903.1,931645424.85,439559994.52,43.48,18.36,Binance Smart Chain,48
Shiba Inu,SHIB,2022-07-30 15:00:00,538.58,31369.05,32657.42,19793.69,77319732680.16,447390372.68,123810289.83,-40.76,21.24,Ethereum,47
Dogecoin,DOGE,2022-07-30 16:00:00,32775.69,45630.45,25887.35,37491.69,3678421809.94,216889113.72,241551153.36,-29.77,-13.38,Binance Smart Chain,13
Solana,SOL,2022-07-30 17:00:00,1474.42,44973.07,37433.52,28769.83,26122382326.39,217982896.42,493528705.4,-15.1,-37.24,Binance Smart Chain,66
TRON,TRX,2022-07-30 18:00:00,8073.18,6608.07,11773.52,22571.94,35822254977.61,110567636.75,277529615.32,44.18,26.4,Ethereum,4
Litecoin,LTC,2022-07-30 19:00:00,31120.81,27436.96,46927.74,19278.73,96868921233.57,981642223.32,665602298.27,-46.96,-27.97,Binance Smart Chain,42
Avalanche,AVAX,2022-07-30 20:00:00,40811.38,18732.42,21158.32,21847.23,80919875368.59,189274667.32,177585319.64,-29.21,-42.09,Binance Smart Chain,33
Litecoin,LTC,2022-07-30 21:00:00,23789.09,21891.75,48337.73,33114.84,68450340579.39,743470373.18,507293191.49,-30.91,-31.16,Cardano,88
Chainlink,LINK,2022-07-30 22:00:00,39097.79,12034.1,48807.18,14467.66,51005169670.93,698394728.65,692813510.72,46.03,-34.48,Binance Smart Chain,58
Shiba Inu,SHIB,2022-07-30 23:00:00,48015.52,22279.47,23197.92,19715.26,21738571178.37,684495111.33,187412165.71,37.98,-42.94,Cardano,22
Shiba Inu,SHIB,2022-07-31 00:00:00,11058.09,8835.37,34163.6,38701.33,72045774347.51,794382023.48,138013328.63,-27.47,7.57,Ethereum,38
Dogecoin,DOGE,2022-07-31 01:00:00,48833.88,8208.41,39413.73,13372.86,76100983871.96,271408382.86,655046265.29,-10.29,-38.98,Binance Smart Chain,44
TRON,TRX,2022-07-31 02:00:00,30306.39,3674.97,34959.66,4148.63,2542477414.47,121928016.43,859357210.64,-36.13,9.17,Binance Smart Chain,73
TRON,TRX,2022-07-31 03:00:00,41528.09,28895.56,43921.88,44402.26,2235143966.21,793864096.33,204182812.94,-23.41,25.67,Ethereum,60
Solana,SOL,2022-07-31 04:00:00,25741.16,1085.28,36647.74,31950.86,81889830426.6,457687644.69,738643836.74,-39.37,32.17,Cardano,2
Polkadot,DOT,2022-07-31 05:00:00,49301.59,11985.32,42114.56,25862.28,22796419136.74,994822054.87,812929691.46,7.33,-32.34,Ethereum,63
Stellar,XLM,2022-07-31 06:00:00,38952.52,11139.75,20598.96,40694.22,73348225421.79,504929323.07,240783136.18,12.38,-8.97,Binance Smart Chain,76
Avalanche,AVAX,2022-07-31 07:00:00,6865.28,13311.05,15067.7,18039.73,80376854934.53,192905971.83,128882381.92,43.4,9.78,Ethereum,66
Shiba Inu,SHIB,2022-07-31 08:00:00,43895.85,12378.06,44495.57,23538.97,42204680752.34,548394094.9,277257160.11,20.12,-18.41,Binance Smart Chain,90
TRON,TRX,2022-07-31 09:00:00,18787.86,8248.4,7650.92,47221.02,7100577866.37,598021574.8,63537823.31,-19.78,23.31,Cardano,73
Stellar,XLM,2022-07-31 10:00:00,47235.88,569.57,49193.3,15112.44,5886528254.78,501925653.95,861765099.83,-10.5,-31.38,Ethereum,58
Chainlink,LINK,2022-07-31 11:00:00,38544.81,36762.75,40270.6,29045.38,61940071124.85,26928274.1,474975962.78,-18.23,-11.56,Ethereum,87
Polkadot,DOT,2022-07-31 12:00:00,4751.72,31718.82,48783.57,40691.8,27843106876.85,615109085.9,249409552.65,-12.68,19.85,Ethereum,38
Litecoin,LTC,2022-07-31 13:00:00,25147.48,12654.22,15534.7,35067.16,31398596455.7,567675030.68,778643613.26,-34.29,8.46,Binance Smart Chain,78
Litecoin,LTC,2022-07-31 14:00:00,17584.15,29191.48,44341.68,599.36,49323465721.03,567445797.71,200135019.57,28.05,29.38,Ethereum,46
Dogecoin,DOGE,2022-07-31 15:00:00,6485.82,37820.29,28081.22,30673.62,53219091355.48,537200517.13,278798110.74,48.17,20.62,Cardano,24
TRON,TRX,2022-07-31 16:00:00,36152.75,38350.05,26669.48,30685.12,38221296604.3,31895849.03,46721352.85,49.3,48.42,Binance Smart Chain,40
Dogecoin,DOGE,2022-07-31 17:00:00,36353.54,30516.04,4743.46,28420.58,7033568398.97,731594515.15,713033397.71,-15.38,41.99,Cardano,96
Polkadot,DOT,2022-07-31 18:00:00,7735.2,25818.46,27580.82,35372.32,66214222835.38,63744268.13,991440143.59,31.47,-22.2,Cardano,90
Polkadot,DOT,2022-07-31 19:00:00,35059.97,42568.88,35245.61,12545.85,59270943955.39,767849887.23,399485861.41,9.02,12.21,Ethereum,85
Stellar,XLM,2022-07-31 20:00:00,3401.42,42849.09,24777.24,38360.61,40771284677.35,250591202.27,164043110.11,-24.21,38.57,Cardano,49
Polygon,MATIC,2022-07-31 21:00:00,33057.53,40589.04,47990.01,34059.72,61811327277.98,619514270.64,521401817.09,1.27,-28.67,Binance Smart Chain,78
Litecoin,LTC,2022-07-31 22:00:00,8050.43,31608.51,41674.88,33279.44,19184241192.35,271379550.49,258718866.48,-20.08,12.17,Binance Smart Chain,30
Shiba Inu,SHIB,2022-07-31 23:00:00,13729.34,3336.17,27725.02,37149.91,35740164921.18,724852340.41,613249589.15,6.74,-47.71,Ethereum,59
Litecoin,LTC,2022-08-01 00:00:00,9409.03,30769.69,15150.77,39636.63,22607029179.59,484220952.14,949392446.47,-1.38,-39.33,Cardano,32
Dogecoin,DOGE,2022-08-01 01:00:00,22268.49,15373.8,3249.81,7344.27,68586561501.67,92627296.94,261207597.2,-15.91,49.89,Cardano,59
Dogecoin,DOGE,2022-08-01 02:00:00,261.25,49630.07,2661.94,32014.11,32154963825.31,456218245.1,837885028.84,7.06,-43.81,Binance Smart Chain,83
Shiba Inu,SHIB,2022-08-01 03:00:00,17904.76,34742.3,5606.42,38109.33,45318442366.91,318075034.49,597880363.78,42.89,0.81,Ethereum,98
Shiba Inu,SHIB,2022-08-01 04:00:00,19306.68,8023.61,13330.67,22755.85,77203398162.57,252005088.86,862693715.93,-2.15,19.24,Ethereum,55
Stellar,XLM,2022-08-01 05:00:00,46335.41,29882.47,4979.19,43966.78,37798947925.88,117690667.85,280423060.17,6.9,33.92,Ethereum,74
Dogecoin,DOGE,2022-08-01 06:00:00,22533.5,35249.99,21868.4,31471.22,54961491200.07,741265964.58,730104665.79,20.3,-32.67,Ethereum,87
Avalanche,AVAX,2022-08-01 07:00:00,49497.97,13219.61,16679.43,43553.0,27092575126.37,440615742.5,647632675.55,14.37,-17.31,Cardano,47
Shiba Inu,SHIB,2022-08-01 08:00:00,9908.62,14159.12,48289.62,14108.02,93608667433.61,177050945.96,314780062.12,-1.65,31.85,Cardano,72
Dogecoin,DOGE,2022-08-01 09:00:00,28689.18,24740.08,40596.68,25043.12,81078819472.12,484697107.69,136685771.48,31.56,26.48,Ethereum,44
Litecoin,LTC,2022-08-01 10:00:00,32690.66,45404.25,24143.77,49089.22,81699803280.64,73651061.01,269593176.72,-30.36,-0.51,Binance Smart Chain,12
Stellar,XLM,2022-08-01 11:00:00,40144.0,12932.3,16230.54,40542.07,90059231861.41,869594869.74,882010954.36,-30.15,-24.15,Binance Smart Chain,85
Shiba Inu,SHIB,2022-08-01 12:00:00,8373.0,42901.13,24285.24,46413.3,74648572856.49,902131511.15,232887936.76,18.24,-32.08,Cardano,30
TRON,TRX,2022-08-01 13:00:00,31449.21,31817.47,34971.32,23537.17,52218762363.28,385884627.55,385845164.48,-3.25,-34.68,Ethereum,71
TRON,TRX,2022-08-01 14:00:00,10691.26,31106.92,28585.21,20620.21,77267599054.16,506933265.1,779732335.42,-35.69,3.06,Ethereum,46
Shiba Inu,SHIB,2022-08-01 15:00:00,881.7,13971.05,30659.99,7457.68,1044817220.43,64330135.03,825035378.35,-48.53,38.84,Ethereum,5
Dogecoin,DOGE,2022-08-01 16:00:00,25619.79,22254.64,48970.77,46657.54,90599856889.56,443166103.04,474826328.68,5.61,16.35,Binance Smart Chain,38
Polygon,MATIC,2022-08-01 17:00:00,43799.92,36002.27,32589.02,6284.59,63855793563.06,679252370.56,410427642.05,19.36,13.95,Ethereum,85
Solana,SOL,2022-08-01 18:00:00,32910.31,38661.57,18020.85,8955.57,5473126933.94,583196514.46,267103895.55,43.19,13.7,Binance Smart Chain,74
Solana,SOL,2022-08-01 19:00:00,11761.72,17311.48,47915.5,18152.22,33771395833.95,734736988.38,506447382.92,-49.65,40.85,Ethereum,18
Shiba Inu,SHIB,2022-08-01 20:00:00,4369.01,31934.1,34378.24,48944.05,28533172297.4,86200732.68,543839874.17,-4.7,-23.58,Cardano,84
Polygon,MATIC,2022-08-01 21:00:00,22101.14,38223.61,18502.55,3925.41,85649828182.77,417434546.46,806147840.84,-10.42,-0.49,Cardano,74
Solana,SOL,2022-08-01 22:00:00,22035.27,36126.12,13927.78,33389.33,15331622245.2,238466761.97,977484789.21,-44.94,-38.74,Cardano,67
Polygon,MATIC,2022-08-01 23:00:00,20686.94,43320.79,8096.12,46508.93,42361554477.96,916115330.3,129395420.05,-31.25,-33.9,Ethereum,30
Polygon,MATIC,2022-08-02 00:00:00,30477.42,8161.8,1472.59,26370.19,92795461659.54,992224002.02,963805932.43,-24.75,35.39,Cardano,65
Dogecoin,DOGE,2022-08-02 01:00:00,35102.81,10393.29,8700.68,23415.26,26500597887.79,827975745.12,798872070.93,40.8,30.87,Binance Smart Chain,52
Shiba Inu,SHIB,2022-08-02 02:00:00,42207.84,4525.13,38837.81,35137.66,59337022019.62,659626598.64,835807564.69,-22.62,-46.32,Ethereum,86
Dogecoin,DOGE,2022-08-02 03:00:00,26846.11,8898.75,38002.41,15350.46,10347589258.23,222961372.92,326195080.05,-43.59,6.48,Binance Smart Chain,97
Shiba Inu,SHIB,2022-08-02 04:00:00,12968.04,24044.61,32426.32,41446.31,26626824098.58,661572756.03,355639769.25,-24.85,0.64,Binance Smart Chain,19
Dogecoin,DOGE,2022-08-02 05:00:00,42349.6,5821.92,4970.31,7852.15,85453471599.9,299297024.05,849261620.39,-28.33,36.94,Binance Smart Chain,60
Litecoin,LTC,2022-08-02 06:00:00,30110.41,30460.39,27381.42,29330.4,66730355165.12,237965676.37,828629921.21,9.34,20.91,Cardano,16
Dogecoin,DOGE,2022-08-02 07:00:00,27860.71,17223.2,26690.72,13902.34,33517918608.44,514835508.45,916142104.45,5.1,30.59,Ethereum,47
Shiba Inu,SHIB,2022-08-02 08:00:00,37900.65,1866.39,45834.25,42922.89,47331568208.18,86716440.34,278168431.68,24.71,-7.14,Binance Smart Chain,32
Shiba Inu,SHIB,2022-08-02 09:00:00,13386.5,35678.57,14224.12,44047.36,21886901060.37,919170332.5,94989475.67,-22.9,-46.72,Cardano,28
Solana,SOL,2022-08-02 10:00:00,40907.06,22951.53,17813.57,36489.12,17712865222.04,20574144.53,759782152.84,44.94,-1.4,Ethereum,59
Chainlink,LINK,2022-08-02 11:00:00,4074.55,23849.43,1179.07,32544.6,26393246300.73,825044934.47,510954040.67,-1.84,-2.08,Ethereum,84
Solana,SOL,2022-08-02 12:00:00,12532.36,32645.9,35670.09,21830.75,85469852587.92,825987602.06,495263064.71,31.64,23.27,Ethereum,47
Avalanche,AVAX,2022-08-02 13:00:00,19965.87,39146.54,165.66,29011.8,33215223509.36,25199635.66,766303218.16,-27.83,1.23,Binance Smart Chain,29
Dogecoin,DOGE,2022-08-02 14:00:00,25990.75,15108.42,27342.06,45034.54,25341152356.35,280924672.35,973006319.81,-1.71,-22.87,Ethereum,51
Shiba Inu,SHIB,2022-08-02 15:00:00,34318.41,47011.09,9573.68,45898.7,99572090915.11,251650230.71,35850971.19,17.69,5.24,Cardano,85
Solana,SOL,2022-08-02 16:00:00,45389.68,965.66,13254.17,25260.3,66797625463.91,885533561.45,721005908.56,28.52,-46.06,Binance Smart Chain,2
Shiba Inu,SHIB,2022-08-02 17:00:00,17709.7,4680.05,10740.59,23983.23,12314358427.47,823581647.16,393236749.83,26.49,20.79,Ethereum,87
Avalanche,AVAX,2022-08-02 18:00:00,6753.75,26293.14,7737.5,3446.88,16952437316.33,505793403.7,75475972.65,-29.68,22.56,Ethereum,12
Avalanche,AVAX,2022-08-02 19:00:00,8655.32,29626.86,28707.43,24310.85,20923719135.36,98043089.32,576323104.26,-37.01,-35.77,Binance Smart Chain,28
Stellar,XLM,2022-08-02 20:00:00,4462.62,22156.83,37390.01,34595.65,79739717618.72,567970642.09,340361417.02,-22.77,35.92,Ethereum,79
Solana,SOL,2022-08-02 21:00:00,11078.84,8167.39,47700.07,11692.95,95860238069.58,455071058.67,297503838.93,34.96,-8.93,Ethereum,29
Dogecoin,DOGE,2022-08-02 22:00:00,1590.57,4089.31,44516.76,11101.67,89989727946.36,50860916.38,90189648.25,17.33,22.02,Binance Smart Chain,75
Litecoin,LTC,2022-08-02 23:00:00,31088.93,19461.09,5700.03,36894.84,19176355839.28,983741540.9,19638789.24,-2.33,17.69,Ethereum,100
Polygon,MATIC,2022-08-03 00:00:00,1085.9,3832.06,18056.25,23740.11,96308305464.72,197382180.86,401064712.92,48.25,7.8,Binance Smart Chain,14
Chainlink,LINK,2022-08-03 01:00:00,44853.24,4244.03,12585.36,14914.74,52679380965.29,252293606.63,556322550.6,-23.3,-22.7,Binance Smart Chain,63
Dogecoin,DOGE,2022-08-03 02:00:00,16616.53,5869.69,5906.15,48555.15,3977774496.77,330116090.05,713984155.65,26.6,9.92,Cardano,64
Chainlink,LINK,2022-08-03 03:00:00,11340.76,15745.94,16087.57,15528.5,46250397190.51,640073805.54,216230744.86,-38.7,5.37,Cardano,38
Polkadot,DOT,2022-08-03 04:00:00,25866.7,44401.57,7877.11,1267.89,57178768683.62,551622957.92,567647463.47,6.12,29.26,Ethereum,56
Chainlink,LINK,2022-08-03 05:00:00,21066.55,13031.33,5693.36,24186.71,87142969917.35,231427449.65,902236016.25,23.97,-38.52,Ethereum,1
Litecoin,LTC,2022-08-03 06:00:00,47965.37,2676.51,10071.51,35727.95,84352135006.34,127216288.51,197433525.13,41.34,-3.43,Cardano,26
Polygon,MATIC,2022-08-03 07:00:00,8418.61,5447.34,24988.95,27056.51,27971927331.38,456381639.4,140517035.26,43.31,34.31,Ethereum,91
Litecoin,LTC,2022-08-03 08:00:00,2252.59,16231.91,33087.29,28391.52,26118127206.71,140654731.52,630262589.6,-31.66,15.37,Ethereum,57
Solana,SOL,2022-08-03 09:00:00,26646.2,33600.69,23803.79,48923.67,34012150626.83,663972677.42,119235414.08,34.1,-23.88,Binance Smart Chain,70
Polygon,MATIC,2022-08-03 10:00:00,27193.16,23646.39,45968.49,49920.28,84108481305.97,561800233.37,532069090.44,42.8,27.99,Binance Smart Chain,69
Avalanche,AVAX,2022-08-03 11:00:00,12453.32,47791.32,32286.97,25183.89,90392712862.97,820877444.73,927839488.24,-28.32,-12.09,Cardano,27
Litecoin,LTC,2022-08-03 12:00:00,9379.41,33242.93,11584.65,10445.12,86154165253.9,610942245.3,947611223.63,-46.97,-19.33,Cardano,27
Solana,SOL,2022-08-03 13:00:00,34108.1,45033.19,27790.86,17038.71,27369008789.93,295405320.24,652305141.91,21.09,5.66,Binance Smart Chain,82
Polkadot,DOT,2022-08-03 14:00:00,46555.81,4378.12,3203.05,20187.49,26157182405.32,156681032.99,331654850.5,36.16,36.67,Cardano,79
Shiba Inu,SHIB,2022-08-03 15:00:00,32391.01,4172.83,15353.03,35209.99,19920593256.07,242369153.28,982134440.31,2.13,8.08,Binance Smart Chain,37
Chainlink,LINK,2022-08-03 16:00:00,29977.55,28053.42,23712.17,12341.6,48900214404.03,271302650.87,144059940.66,8.2,-49.85,Cardano,26
Avalanche,AVAX,2022-08-03 17:00:00,20991.17,28873.1,28276.17,780.69,38992199274.64,111250523.3,913626849.67,27.94,17.7,Binance Smart Chain,59
Chainlink,LINK,2022-08-03 18:00:00,21768.72,25602.21,13104.09,29328.19,84992202244.39,876652128.2,499216119.52,-8.94,3.16,Cardano,27
Solana,SOL,2022-08-03 19:00:00,22321.19,12593.78,40274.53,13118.2,61069543772.43,178852843.14,140947603.48,-7.99,-11.45,Ethereum,38
Shiba Inu,SHIB,2022-08-03 20:00:00,23903.56,11062.89,30275.47,34045.24,20019554121.87,547680562.78,458970932.55,10.69,42.47,Cardano,78
Litecoin,LTC,2022-08-03 21:00:00,27951.19,29804.58,45044.21,13505.24,75537822142.38,63743313.78,71065511.72,30.88,-2.95,Cardano,42
Avalanche,AVAX,2022-08-03 22:00:00,8650.26,28187.55,34653.67,13272.91,45567299999.83,842265753.75,899203723.99,-38.33,-5.54,Cardano,80
TRON,TRX,2022-08-03 23:00:00,29385.69,2642.77,19896.81,40993.81,12162986041.16,5307925.67,116903751.68,-5.07,-35.0,Binance Smart Chain,69
Stellar,XLM,2022-08-04 00:00:00,12041.02,19828.27,105.06,28001.4,56452490933.14,755160378.05,230925298.57,8.23,-29.67,Ethereum,5
Litecoin,LTC,2022-08-04 01:00:00,43806.1,35401.29,8122.41,23210.57,40732711883.63,82371466.56,892540428.8,36.64,-46.98,Ethereum,89
Chainlink,LINK,2022-08-04 02:00:00,49187.03,15207.06,46985.64,46678.34,18841691063.21,135492134.94,336413445.62,39.29,-43.33,Cardano,65
Polkadot,DOT,2022-08-04 03:00:00,42748.64,13660.5,11738.36,49863.25,28305523292.22,248268422.02,507590076.44,1.84,46.84,Ethereum,12
Polygon,MATIC,2022-08-04 04:00:00,4251.74,36035.28,45071.98,37181.09,84327042418.9,462663063.58,103183348.76,16.4,-35.79,Ethereum,57
Shiba Inu,SHIB,2022-08-04 05:00:00,16892.91,1741.21,46311.76,36331.45,88313936637.96,391023031.9,948434063.92,-8.47,-46.1,Binance Smart Chain,28
TRON,TRX,2022-08-04 06:00:00,49345.66,27652.54,45493.36,3362.19,87145264033.17,528706606.29,875278788.32,36.73,16.58,Ethereum,29
Shiba Inu,SHIB,2022-08-04 07:00:00,14212.5,1665.33,24762.49,9863.14,2407243632.97,475782419.62,889655453.32,-45.62,12.39,Binance Smart Chain,12
Polygon,MATIC,2022-08-04 08:00:00,8867.55,25159.41,36172.88,4630.76,1817535827.48,988231259.97,976331287.06,45.57,25.0,Ethereum,68
Shiba Inu,SHIB,2022-08-04 09:00:00,10501.62,47714.49,45958.94,2932.15,40621398453.6,680951771.47,162453518.93,-5.64,-13.93,Cardano,45
